"var","Coef.AxolotlN131.Log2","Coef.AxolotlN131LimbTail.Log2","Coef.AxolotlN131Limb.Log2","Coef.AxolotlN131Tail.Log2","Coef.AxolotlN131EarlyLife.Log2","Coef.AxolotlN131EarlyLifeLimbTail.Log2","Coef.AxolotlN131EarlyLifeLimb.Log2","Coef.AxolotlN131EarlyLifeTail.Log2","Coef.AxolotlN131LaterLife.Log2","Coef.AxolotlN131LaterLifeLimbTail.Log2","Coef.AxolotlN131LaterLifeLimb.Log2","Coef.AxolotlN131LaterLifeTail.Log2","Annotation.Name","SYMBOL","GeneRegionID","seqnames","probeStart","probeEnd","width","strand","CGstart","CGend"
"cg16451976",NA,NA,NA,NA,NA,NA,-0.0713118468397984,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg02993437",NA,NA,0.311801075815467,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg26385432",NA,NA,NA,NA,NA,1.85590912018919,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg22786456",NA,NA,NA,NA,NA,0.155715553999228,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg24922711",NA,NA,NA,NA,NA,NA,0.154841735862112,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg25296099",NA,NA,NA,NA,NA,NA,-0.380010051948996,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg17299060",NA,NA,0.0851816613512167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg08167912",NA,NA,NA,NA,0.0365243016992345,NA,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg25630529",NA,NA,NA,NA,NA,-0.0323093385608925,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg00510450",NA,NA,NA,NA,NA,0.0601127151136523,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg14728312",NA,NA,NA,NA,0.152085077392612,NA,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg02002334",NA,NA,NA,NA,NA,0.124735441003488,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg16118889",NA,NA,NA,NA,-0.460843727810305,NA,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg24375257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0498523581271311,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg03532626",NA,NA,NA,NA,0.688079072185716,NA,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg10528602",NA,NA,NA,NA,0.349785896023651,NA,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg07300474",NA,NA,NA,NA,NA,NA,0.40701618656547,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg19451739",NA,NA,NA,NA,NA,NA,-0.0747102179481293,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg25893293",NA,NA,NA,NA,NA,-1.4272895326363,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg16525315",NA,NA,NA,NA,-0.554799303826068,NA,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg22985336",NA,NA,NA,NA,NA,0.0333488519725814,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg23681938",NA,NA,NA,NA,NA,NA,-0.161089187810862,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg14763613",NA,NA,NA,NA,NA,NA,NA,1.25803729237381,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg10133742",NA,NA,NA,NA,NA,NA,-0.0280672678124167,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg01019040",NA,NA,NA,NA,NA,NA,-0.314009764114278,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg11082332",NA,NA,NA,NA,NA,0.0597919239728277,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg01503390",NA,NA,NA,NA,NA,NA,-0.139727567196929,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg05955690",NA,NA,NA,NA,NA,0.11471822203415,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg06561225",NA,NA,NA,NA,NA,-0.84149214453552,NA,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg16794543",NA,NA,NA,NA,NA,NA,-0.18478035135301,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg03119474",NA,NA,NA,NA,NA,NA,NA,-0.897723279577206,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg00156720",NA,NA,NA,NA,NA,NA,NA,0.142054245365584,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg11141605",NA,NA,NA,NA,NA,NA,-0.232200565555913,NA,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg26151240",NA,NA,NA,NA,NA,NA,NA,0.149720654685077,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg06222547",NA,NA,NA,NA,NA,NA,NA,0.980917047442535,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg21006281",NA,NA,NA,NA,NA,NA,NA,0.759271632013658,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg08806153",NA,NA,NA,NA,NA,NA,NA,0.0741536303265161,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg19719499",NA,NA,NA,NA,NA,NA,NA,0.383136119451252,NA,NA,NA,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg04319582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0186219509659952,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg01580681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00821977005214213,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg01676132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247167095127701,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg03611818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267311436005668,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg07838086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17057399254605,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg05191856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833858112833564,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg06678170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.146745859850634,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg12263847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0270175167043484,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg13747168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.149988063696502,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg08375909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17209254269963,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg09219491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0585296587693635,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg22012277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.122010266539693,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg23432345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0405458814019035,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg23485338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0882255757309858,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg18953741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0450431490321789,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg27038395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15779030020077,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg25231972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858505422919299,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg25707373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161079167248226,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cg23527494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0837827824792737,NA,"AmbMex60DD",NA,NA,NA,NA,NA,NA,NA,NA,NA
